equipe,player_id,player_name,player_country_code,age,positions,matches_played,min,gls,ast,xg,xag,pk_made,pk_att,yellow_cards,red_cards,carries_prog,passes_prog,sh,sot,avg_sh_dist,fk_sh,npxg_per_sh,pass_cmp,pass_att,pass_ttl_dist,pass_cmp_s,pass_att_s,pass_cmp_m,pass_att_m,pass_cmp_l,pass_att_l,xa,pass_prog,pass_prog_ttl_dist,key_passes,pass_fthird,pass_opp_box,cross_opp_box,pass_live,pass_dead,pass_fk,through_balls,switches,crosses,pass_offside,pass_blocked,throw_ins,ck,ck_in_swinger,ck_out_swinger,ck_straight,ttl_sca,pass_live_sca,pass_dead_sca,take_on_sca,sh_sca,fld_sca,def_sca,gca,pass_live_gca,pass_dead_gca,take_on_gca,sh_gca,fld_gca,def_gca,tkl,tkl_won,tkl_def_third,tkl_mid_third,tkl_att_third,tkl_drb,tkl_drb_att,blocks,sh_blocked,int,clearances,def_error,touches,touch_def_box,touch_def_third,touch_mid_third,touch_fthird,touch_opp_box,take_on_att,take_on_suc,take_on_tkld,carries,ttl_carries_dist,ttl_carries_prog_dist,carries_fthird,carries_opp_box,carries_miscontrolled,carries_dispossessed,pass_recvd,pass_prog_rcvd,second_yellow_cards,fls_com,fls_drawn,offside,pk_won,pk_conceded,og,ball_recov,air_dual_won,air_dual_lost
Montpellier,7909ffa4,Joris Chotard,FRA,22.0,MF,26,1892.0,1.0,0.0,1.3,0.5,0.0,0.0,5.0,0.0,20.0,80.0,19.0,3.0,21.4,2.0,0.07,672.0,822.0,12368.0,298.0,341.0,275.0,321.0,83.0,119.0,1.0,80.0,3796.0,7.0,80.0,11.0,4.0,780.0,39.0,34.0,5.0,14.0,30.0,3.0,14.0,3.0,1.0,0.0,1.0,0.0,24.0,21.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,27.0,17.0,20.0,2.0,20.0,46.0,28.0,10.0,19.0,52.0,1.0,1012.0,79.0,296.0,560.0,162.0,9.0,16.0,8.0,8.0,489.0,2324.0,970.0,13.0,0.0,15.0,11.0,579.0,35.0,0.0,16.0,10.0,1.0,0.0,1.0,0.0,90.0,16.0,11.0
Saint,a47d6f3a,Lucas Stassin,BEL,19.0,FW,28,1887.0,12.0,4.0,7.0,3.4,0.0,0.0,4.0,0.0,26.0,35.0,44.0,23.0,14.1,0.0,0.18,350.0,473.0,4654.0,223.0,269.0,90.0,114.0,15.0,23.0,3.1,35.0,669.0,18.0,13.0,12.0,1.0,408.0,63.0,0.0,5.0,1.0,19.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,0.0,3.0,2.0,2.0,0.0,8.0,4.0,0.0,2.0,1.0,1.0,0.0,16.0,11.0,3.0,5.0,8.0,6.0,20.0,10.0,0.0,3.0,8.0,0.0,655.0,9.0,39.0,273.0,347.0,85.0,36.0,15.0,19.0,326.0,1346.0,558.0,13.0,13.0,57.0,20.0,455.0,149.0,0.0,32.0,26.0,7.0,1.0,0.0,0.0,34.0,15.0,29.0
Paris S,c2a15a27,João Neves,POR,19.0,"MF,DF",29,1844.0,3.0,8.0,3.0,4.0,0.0,0.0,1.0,0.0,35.0,144.0,28.0,11.0,13.7,0.0,0.11,1491.0,1634.0,23851.0,787.0,834.0,570.0,611.0,101.0,130.0,3.9,144.0,5397.0,33.0,128.0,22.0,2.0,1538.0,93.0,35.0,11.0,17.0,15.0,3.0,13.0,48.0,0.0,0.0,0.0,0.0,68.0,56.0,1.0,3.0,2.0,3.0,3.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,63.0,31.0,20.0,26.0,17.0,27.0,45.0,29.0,9.0,23.0,22.0,1.0,1851.0,46.0,323.0,1051.0,494.0,55.0,30.0,16.0,11.0,1018.0,4913.0,2262.0,44.0,3.0,26.0,16.0,1397.0,80.0,0.0,17.0,33.0,3.0,0.0,0.0,0.0,123.0,21.0,12.0
Monaco,0b4f388a,Breel Embolo,SUI,27.0,"FW,MF",29,1841.0,6.0,4.0,10.8,5.6,0.0,0.0,5.0,0.0,22.0,55.0,51.0,18.0,10.8,0.0,0.21,299.0,432.0,4346.0,172.0,240.0,98.0,121.0,17.0,29.0,3.6,55.0,1127.0,32.0,22.0,23.0,0.0,397.0,30.0,2.0,8.0,1.0,6.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,54.0,42.0,0.0,2.0,4.0,4.0,2.0,10.0,6.0,0.0,1.0,2.0,1.0,0.0,22.0,17.0,7.0,7.0,8.0,5.0,16.0,11.0,0.0,3.0,10.0,1.0,668.0,13.0,57.0,289.0,329.0,121.0,42.0,14.0,25.0,397.0,1708.0,715.0,15.0,12.0,64.0,53.0,499.0,140.0,0.0,27.0,43.0,11.0,2.0,0.0,0.0,58.0,30.0,30.0
Nice,7cdda3bf,Gaëtan Laborde,FRA,30.0,FW,28,1829.0,11.0,4.0,11.7,3.5,4.0,4.0,1.0,0.0,30.0,40.0,70.0,20.0,14.6,0.0,0.12,346.0,497.0,4628.0,210.0,268.0,94.0,141.0,15.0,30.0,2.6,40.0,917.0,27.0,26.0,12.0,2.0,459.0,36.0,1.0,3.0,2.0,27.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,63.0,48.0,0.0,4.0,9.0,2.0,0.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,19.0,13.0,9.0,8.0,2.0,9.0,22.0,16.0,4.0,6.0,20.0,0.0,730.0,28.0,74.0,333.0,333.0,127.0,37.0,18.0,18.0,362.0,1576.0,843.0,16.0,13.0,48.0,18.0,494.0,131.0,0.0,29.0,18.0,8.0,1.0,0.0,0.0,49.0,48.0,47.0
Lens,b3f8bdef,Deiver Machado,COL,30.0,"DF,MF",27,1805.0,1.0,4.0,2.3,2.1,0.0,0.0,7.0,2.0,42.0,45.0,23.0,5.0,19.2,1.0,0.1,763.0,913.0,10421.0,470.0,505.0,221.0,279.0,32.0,57.0,2.9,45.0,3399.0,20.0,30.0,19.0,15.0,762.0,149.0,8.0,1.0,1.0,51.0,2.0,16.0,136.0,5.0,3.0,0.0,0.0,45.0,28.0,4.0,3.0,7.0,1.0,2.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,36.0,26.0,14.0,14.0,8.0,17.0,30.0,20.0,4.0,16.0,34.0,2.0,1123.0,50.0,282.0,496.0,358.0,33.0,47.0,23.0,21.0,605.0,3284.0,1658.0,24.0,7.0,33.0,20.0,661.0,80.0,1.0,28.0,30.0,5.0,0.0,0.0,0.0,89.0,16.0,16.0
Montpellier,c284d6fb,Becir Omeragic,SUI,22.0,DF,22,1799.0,0.0,0.0,0.3,0.1,0.0,0.0,1.0,0.0,21.0,51.0,7.0,3.0,18.0,0.0,0.04,832.0,903.0,14911.0,302.0,322.0,457.0,470.0,56.0,79.0,0.4,51.0,4349.0,3.0,44.0,5.0,2.0,846.0,54.0,30.0,0.0,2.0,7.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,19.0,12.0,1.0,16.0,21.0,32.0,21.0,13.0,78.0,0.0,1084.0,158.0,496.0,550.0,48.0,8.0,14.0,11.0,3.0,609.0,3647.0,1956.0,7.0,1.0,6.0,4.0,723.0,3.0,0.0,13.0,10.0,0.0,0.0,0.0,1.0,75.0,20.0,34.0
Lens,7a42d0df,Florian Sotoca,FRA,33.0,"FW,MF",31,1794.0,1.0,1.0,4.6,1.5,0.0,0.0,2.0,1.0,44.0,105.0,47.0,18.0,14.7,0.0,0.1,732.0,996.0,10828.0,418.0,495.0,229.0,305.0,50.0,85.0,2.9,105.0,2837.0,18.0,74.0,29.0,9.0,943.0,43.0,5.0,8.0,5.0,75.0,10.0,42.0,29.0,2.0,0.0,0.0,0.0,53.0,44.0,0.0,4.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,3.0,8.0,11.0,12.0,22.0,12.0,2.0,14.0,25.0,0.0,1186.0,25.0,105.0,546.0,544.0,89.0,39.0,16.0,19.0,679.0,2942.0,1488.0,43.0,7.0,20.0,22.0,932.0,170.0,0.0,15.0,20.0,6.0,0.0,0.0,0.0,79.0,43.0,26.0
Angers,2b1bed19,Haris Belkebla,ALG,30.0,MF,22,1792.0,0.0,1.0,0.1,0.9,0.0,0.0,1.0,0.0,8.0,69.0,3.0,0.0,23.8,0.0,0.03,727.0,830.0,11935.0,353.0,383.0,310.0,344.0,47.0,62.0,0.3,69.0,3432.0,5.0,68.0,3.0,0.0,804.0,24.0,22.0,0.0,3.0,3.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,56.0,38.0,38.0,15.0,3.0,26.0,45.0,30.0,9.0,35.0,46.0,1.0,1064.0,67.0,332.0,630.0,115.0,6.0,22.0,9.0,10.0,558.0,2613.0,1056.0,15.0,1.0,27.0,10.0,686.0,15.0,0.0,18.0,32.0,1.0,0.0,0.0,0.0,90.0,8.0,21.0
Lille,d5d22a58,Gabriel Gudmundsson,SWE,25.0,DF,30,1785.0,2.0,0.0,0.7,1.4,0.0,0.0,3.0,0.0,71.0,91.0,18.0,5.0,18.8,0.0,0.04,866.0,1055.0,13909.0,449.0,514.0,349.0,403.0,52.0,92.0,2.0,91.0,3879.0,16.0,60.0,18.0,10.0,882.0,173.0,20.0,1.0,8.0,59.0,0.0,25.0,147.0,4.0,0.0,2.0,0.0,30.0,23.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,15.0,15.0,6.0,23.0,36.0,19.0,7.0,17.0,41.0,3.0,1267.0,69.0,325.0,547.0,406.0,38.0,51.0,20.0,25.0,728.0,4944.0,2667.0,41.0,9.0,20.0,19.0,837.0,115.0,0.0,30.0,42.0,5.0,0.0,0.0,0.0,83.0,12.0,8.0
Strasbourg,8ca9415f,Félix Lemaréchal,FRA,20.0,"MF,FW",27,1779.0,4.0,3.0,3.5,2.9,0.0,0.0,2.0,0.0,35.0,58.0,25.0,9.0,14.4,0.0,0.14,551.0,694.0,8118.0,318.0,370.0,184.0,217.0,31.0,56.0,2.0,58.0,1519.0,29.0,35.0,10.0,4.0,653.0,35.0,7.0,7.0,0.0,26.0,6.0,20.0,6.0,9.0,8.0,1.0,0.0,56.0,48.0,3.0,3.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,13.0,17.0,5.0,14.0,29.0,35.0,4.0,14.0,19.0,0.0,935.0,25.0,175.0,449.0,322.0,56.0,48.0,24.0,22.0,466.0,2489.0,1217.0,22.0,8.0,53.0,22.0,627.0,90.0,0.0,30.0,12.0,3.0,0.0,0.0,0.0,62.0,14.0,25.0
Nice,1a6b7ea4,Pablo Rosario,DOM,27.0,"MF,DF",29,1775.0,3.0,1.0,3.8,0.6,1.0,1.0,6.0,1.0,17.0,89.0,16.0,7.0,16.1,0.0,0.19,641.0,754.0,10685.0,312.0,352.0,284.0,310.0,37.0,62.0,0.9,89.0,3770.0,16.0,63.0,14.0,1.0,739.0,14.0,13.0,3.0,2.0,3.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,35.0,30.0,0.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,6.0,19.0,5.0,11.0,20.0,19.0,11.0,31.0,43.0,2.0,950.0,78.0,247.0,559.0,154.0,19.0,17.0,9.0,8.0,473.0,2261.0,1247.0,19.0,2.0,20.0,15.0,653.0,25.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,60.0,24.0,16.0
Montpellier,375622c5,Jordan Ferri,FRA,32.0,MF,25,1773.0,0.0,2.0,0.4,0.9,0.0,0.0,6.0,1.0,19.0,137.0,14.0,3.0,26.0,0.0,0.03,1119.0,1267.0,19942.0,474.0,515.0,505.0,546.0,110.0,156.0,1.3,137.0,5049.0,13.0,119.0,11.0,4.0,1204.0,58.0,45.0,2.0,7.0,25.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,47.0,40.0,0.0,0.0,2.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,42.0,23.0,18.0,22.0,2.0,18.0,44.0,20.0,3.0,9.0,20.0,0.0,1433.0,35.0,316.0,869.0,265.0,13.0,28.0,9.0,16.0,802.0,3793.0,1663.0,16.0,2.0,16.0,27.0,1066.0,42.0,0.0,35.0,30.0,0.0,0.0,3.0,0.0,132.0,13.0,15.0
Saint,599f9013,Benjamin Bouchouari,MAR,22.0,MF,25,1772.0,1.0,0.0,0.6,0.9,0.0,0.0,6.0,0.0,48.0,133.0,16.0,3.0,23.6,0.0,0.04,902.0,1040.0,12685.0,545.0,602.0,286.0,319.0,33.0,47.0,1.4,133.0,4370.0,16.0,123.0,24.0,1.0,1022.0,16.0,8.0,6.0,3.0,9.0,2.0,15.0,7.0,1.0,0.0,1.0,0.0,52.0,44.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,27.0,15.0,13.0,5.0,16.0,46.0,21.0,1.0,17.0,15.0,2.0,1233.0,26.0,219.0,644.0,386.0,14.0,53.0,27.0,24.0,733.0,3593.0,1970.0,23.0,6.0,34.0,26.0,953.0,54.0,0.0,15.0,42.0,0.0,0.0,1.0,0.0,119.0,6.0,17.0
Lille,e2ae54db,Hákon Arnar Haraldsson,ISL,21.0,"MF,FW",25,1755.0,5.0,3.0,3.8,2.8,0.0,0.0,3.0,0.0,52.0,102.0,35.0,13.0,17.1,2.0,0.11,751.0,946.0,12052.0,369.0,428.0,302.0,351.0,53.0,95.0,3.2,102.0,2948.0,35.0,64.0,42.0,5.0,880.0,64.0,14.0,5.0,4.0,59.0,2.0,22.0,10.0,35.0,11.0,16.0,1.0,70.0,49.0,12.0,1.0,4.0,3.0,1.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,36.0,16.0,9.0,17.0,10.0,16.0,33.0,10.0,2.0,8.0,6.0,0.0,1136.0,15.0,111.0,502.0,533.0,77.0,49.0,27.0,21.0,715.0,4265.0,2002.0,45.0,11.0,42.0,13.0,872.0,143.0,0.0,19.0,27.0,3.0,1.0,0.0,0.0,71.0,2.0,14.0
Angers,1956b948,Jim Allevinah,GAB,29.0,FW,28,1750.0,1.0,3.0,4.2,2.5,0.0,0.0,3.0,0.0,57.0,48.0,35.0,10.0,14.5,0.0,0.12,363.0,483.0,5265.0,219.0,256.0,111.0,157.0,19.0,31.0,1.7,48.0,1271.0,15.0,28.0,13.0,3.0,472.0,9.0,1.0,2.0,1.0,34.0,2.0,13.0,4.0,2.0,0.0,2.0,0.0,39.0,25.0,1.0,3.0,6.0,3.0,1.0,7.0,4.0,0.0,0.0,2.0,1.0,0.0,19.0,11.0,6.0,9.0,4.0,5.0,28.0,10.0,0.0,12.0,17.0,0.0,682.0,11.0,134.0,311.0,253.0,65.0,48.0,15.0,33.0,435.0,3164.0,1395.0,34.0,8.0,38.0,32.0,483.0,99.0,0.0,18.0,25.0,10.0,1.0,0.0,0.0,88.0,10.0,24.0
Monaco,3bd65247,Eliesse Ben Seghir,MAR,19.0,"MF,FW",33,1750.0,6.0,3.0,5.5,5.2,2.0,2.0,0.0,0.0,85.0,122.0,58.0,19.0,20.9,3.0,0.07,754.0,951.0,10638.0,454.0,515.0,233.0,293.0,34.0,76.0,4.6,122.0,3042.0,33.0,71.0,45.0,4.0,885.0,64.0,12.0,14.0,3.0,52.0,2.0,18.0,8.0,34.0,18.0,11.0,0.0,77.0,57.0,7.0,1.0,8.0,4.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,31.0,22.0,12.0,12.0,7.0,18.0,32.0,20.0,0.0,13.0,4.0,0.0,1244.0,3.0,96.0,542.0,624.0,63.0,96.0,35.0,55.0,843.0,5569.0,3024.0,83.0,25.0,59.0,35.0,988.0,170.0,0.0,25.0,55.0,2.0,0.0,0.0,0.0,86.0,13.0,22.0
Lille,fbd6378b,Aïssa Mandi,ALG,32.0,DF,24,1733.0,0.0,0.0,0.3,0.4,0.0,0.0,3.0,0.0,12.0,82.0,6.0,2.0,9.0,0.0,0.06,1104.0,1244.0,22008.0,366.0,396.0,590.0,631.0,136.0,181.0,1.2,82.0,6980.0,5.0,107.0,6.0,2.0,1122.0,120.0,28.0,1.0,16.0,10.0,2.0,7.0,86.0,0.0,0.0,0.0,0.0,23.0,20.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,17.0,12.0,15.0,4.0,16.0,22.0,23.0,11.0,15.0,54.0,0.0,1395.0,97.0,469.0,774.0,152.0,22.0,4.0,3.0,1.0,736.0,2873.0,1432.0,13.0,0.0,8.0,4.0,990.0,21.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,67.0,14.0,22.0
Paris S,b19db005,Ousmane Dembélé,FRA,27.0,FW,29,1730.0,21.0,6.0,16.6,8.2,1.0,1.0,1.0,0.0,127.0,137.0,96.0,49.0,16.0,0.0,0.16,844.0,1068.0,13453.0,450.0,530.0,296.0,357.0,72.0,105.0,7.2,137.0,3685.0,63.0,93.0,55.0,3.0,986.0,74.0,9.0,13.0,10.0,80.0,8.0,36.0,3.0,48.0,14.0,16.0,0.0,110.0,75.0,16.0,9.0,6.0,3.0,1.0,15.0,11.0,0.0,1.0,2.0,1.0,0.0,11.0,5.0,0.0,7.0,4.0,4.0,12.0,3.0,0.0,9.0,2.0,1.0,1323.0,2.0,47.0,481.0,805.0,161.0,95.0,42.0,51.0,877.0,6058.0,3446.0,87.0,66.0,41.0,32.0,1127.0,252.0,0.0,8.0,14.0,9.0,1.0,0.0,0.0,39.0,4.0,6.0
Paris S,9e7483ff,Désiré Doué,FRA,19.0,"FW,MF",31,1730.0,6.0,6.0,5.1,7.8,0.0,0.0,1.0,0.0,97.0,139.0,55.0,20.0,17.9,0.0,0.09,933.0,1133.0,13916.0,518.0,570.0,330.0,399.0,48.0,88.0,5.7,139.0,3351.0,55.0,83.0,51.0,16.0,1066.0,66.0,11.0,8.0,7.0,78.0,1.0,21.0,24.0,23.0,8.0,5.0,1.0,109.0,84.0,1.0,14.0,4.0,5.0,1.0,24.0,15.0,0.0,4.0,1.0,3.0,1.0,48.0,30.0,15.0,19.0,14.0,24.0,51.0,26.0,0.0,13.0,7.0,0.0,1461.0,4.0,137.0,646.0,701.0,123.0,129.0,57.0,61.0,899.0,5730.0,3076.0,50.0,47.0,54.0,37.0,1164.0,232.0,0.0,28.0,44.0,1.0,2.0,0.0,0.0,93.0,8.0,10.0
Paris S,d5f2f82b,Marquinhos,BRA,30.0,DF,22,1725.0,2.0,0.0,1.1,0.8,0.0,0.0,3.0,0.0,29.0,151.0,8.0,3.0,9.7,0.0,0.14,1736.0,1830.0,33775.0,524.0,539.0,1012.0,1039.0,186.0,225.0,1.0,151.0,10072.0,9.0,184.0,4.0,1.0,1791.0,36.0,23.0,3.0,13.0,3.0,3.0,6.0,11.0,0.0,0.0,0.0,0.0,31.0,28.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,19.0,8.0,16.0,6.0,25.0,33.0,27.0,15.0,11.0,64.0,0.0,1990.0,179.0,610.0,1271.0,114.0,13.0,4.0,3.0,1.0,1335.0,6601.0,4472.0,25.0,0.0,4.0,1.0,1603.0,4.0,0.0,18.0,7.0,1.0,0.0,1.0,0.0,103.0,32.0,17.0
Brest,b8cd2ae4,Abdoulaye Niakhate Ndiaye,SEN,22.0,DF,22,1707.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,5.0,39.0,11.0,2.0,9.1,0.0,0.09,804.0,931.0,15938.0,263.0,295.0,427.0,471.0,108.0,147.0,0.2,39.0,5904.0,1.0,36.0,2.0,0.0,888.0,41.0,36.0,0.0,8.0,2.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,33.0,36.0,12.0,1.0,25.0,37.0,29.0,17.0,11.0,144.0,3.0,1203.0,192.0,726.0,448.0,33.0,21.0,8.0,2.0,6.0,598.0,3157.0,1594.0,2.0,0.0,15.0,5.0,740.0,4.0,0.0,20.0,18.0,0.0,0.0,2.0,0.0,72.0,46.0,35.0
Reims,039f1983,Joseph Okumu,KEN,27.0,DF,22,1695.0,1.0,0.0,1.0,0.1,0.0,0.0,5.0,1.0,18.0,116.0,12.0,2.0,16.5,0.0,0.08,883.0,1083.0,19248.0,230.0,263.0,493.0,538.0,155.0,261.0,0.4,116.0,8117.0,4.0,121.0,4.0,1.0,1012.0,67.0,44.0,3.0,15.0,5.0,4.0,8.0,17.0,0.0,0.0,0.0,0.0,25.0,24.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,21.0,9.0,0.0,15.0,24.0,33.0,21.0,25.0,137.0,2.0,1348.0,188.0,652.0,638.0,71.0,14.0,18.0,14.0,2.0,710.0,4247.0,2624.0,17.0,0.0,12.0,2.0,819.0,1.0,1.0,15.0,15.0,0.0,0.0,2.0,0.0,94.0,35.0,20.0
Reims,2acf0cd7,Marshall Munetsi,ZIM,28.0,MF,19,1692.0,4.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,8.0,26.0,32.0,10.0,13.2,0.0,0.12,263.0,384.0,3758.0,148.0,193.0,85.0,116.0,12.0,30.0,1.8,26.0,1197.0,19.0,14.0,5.0,2.0,380.0,2.0,1.0,2.0,0.0,11.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,41.0,31.0,0.0,2.0,3.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,36.0,18.0,22.0,9.0,5.0,22.0,38.0,27.0,3.0,17.0,35.0,0.0,594.0,40.0,139.0,271.0,187.0,60.0,12.0,6.0,6.0,206.0,666.0,247.0,7.0,2.0,26.0,5.0,294.0,48.0,0.0,28.0,31.0,2.0,0.0,0.0,0.0,72.0,41.0,48.0
Montpellier,627c7a3d,Rabby Nzingoula,FRA,18.0,MF,27,1689.0,1.0,0.0,1.0,1.6,0.0,0.0,11.0,0.0,25.0,40.0,19.0,6.0,20.7,0.0,0.06,454.0,592.0,7468.0,232.0,270.0,180.0,217.0,32.0,55.0,1.2,40.0,1487.0,8.0,32.0,6.0,0.0,578.0,11.0,8.0,7.0,2.0,16.0,3.0,27.0,1.0,2.0,0.0,0.0,0.0,35.0,22.0,0.0,2.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,42.0,26.0,31.0,7.0,27.0,58.0,27.0,5.0,29.0,23.0,0.0,850.0,38.0,238.0,429.0,206.0,23.0,52.0,25.0,22.0,454.0,2589.0,1138.0,30.0,6.0,33.0,23.0,503.0,38.0,0.0,37.0,43.0,2.0,0.0,0.0,0.0,99.0,17.0,20.0
Rennes,3b333ac3,Hans Hateboer,NED,30.0,DF,26,1684.0,0.0,0.0,0.4,1.5,0.0,0.0,3.0,0.0,28.0,92.0,8.0,0.0,16.5,0.0,0.05,962.0,1128.0,16725.0,394.0,426.0,476.0,534.0,71.0,109.0,1.4,92.0,5848.0,15.0,75.0,12.0,6.0,1035.0,90.0,33.0,0.0,7.0,33.0,3.0,21.0,57.0,0.0,0.0,0.0,0.0,30.0,28.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,14.0,12.0,5.0,18.0,36.0,19.0,6.0,29.0,64.0,2.0,1305.0,77.0,471.0,630.0,209.0,17.0,10.0,6.0,3.0,696.0,3544.0,2021.0,20.0,5.0,11.0,5.0,876.0,63.0,0.0,20.0,10.0,2.0,0.0,0.0,0.0,62.0,42.0,24.0
Brest,5167c97e,Massadio Haïdara,MLI,31.0,DF,22,1678.0,0.0,0.0,0.3,0.5,0.0,0.0,3.0,2.0,44.0,77.0,10.0,1.0,20.4,0.0,0.03,693.0,882.0,10603.0,369.0,406.0,271.0,338.0,33.0,87.0,0.8,77.0,4219.0,8.0,53.0,11.0,4.0,716.0,166.0,12.0,1.0,3.0,49.0,0.0,22.0,154.0,0.0,0.0,0.0,0.0,31.0,18.0,1.0,2.0,1.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,16.0,16.0,9.0,2.0,13.0,29.0,18.0,2.0,26.0,73.0,0.0,1106.0,60.0,321.0,533.0,258.0,13.0,28.0,15.0,7.0,486.0,2519.0,1537.0,32.0,5.0,26.0,7.0,635.0,76.0,1.0,20.0,45.0,0.0,1.0,0.0,0.0,54.0,25.0,12.0
Paris S,f20e4cc9,Nuno Mendes,POR,22.0,DF,24,1676.0,1.0,3.0,2.2,5.0,0.0,0.0,3.0,0.0,58.0,127.0,21.0,9.0,20.2,1.0,0.1,1293.0,1488.0,22683.0,574.0,626.0,591.0,662.0,109.0,148.0,4.1,127.0,6256.0,30.0,119.0,34.0,13.0,1328.0,157.0,29.0,3.0,25.0,60.0,3.0,21.0,119.0,9.0,5.0,3.0,0.0,72.0,53.0,6.0,5.0,4.0,3.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,30.0,19.0,15.0,12.0,3.0,23.0,39.0,25.0,8.0,18.0,37.0,2.0,1701.0,55.0,375.0,880.0,464.0,42.0,53.0,31.0,21.0,991.0,4832.0,3207.0,43.0,12.0,28.0,22.0,1215.0,108.0,0.0,13.0,23.0,1.0,1.0,1.0,0.0,108.0,15.0,11.0
Toulouse,43458538,Joshua King,NOR,32.0,"FW,MF",28,1673.0,6.0,3.0,6.6,2.0,0.0,0.0,2.0,0.0,39.0,29.0,50.0,20.0,15.3,0.0,0.13,253.0,358.0,3233.0,163.0,212.0,68.0,90.0,6.0,16.0,1.6,29.0,592.0,17.0,13.0,10.0,1.0,332.0,23.0,1.0,0.0,1.0,9.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,31.0,21.0,0.0,3.0,3.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,4.0,4.0,3.0,5.0,12.0,10.0,3.0,6.0,19.0,0.0,574.0,22.0,70.0,238.0,282.0,94.0,64.0,35.0,28.0,307.0,2017.0,1006.0,24.0,15.0,47.0,33.0,393.0,108.0,0.0,35.0,27.0,7.0,1.0,0.0,0.0,60.0,35.0,51.0
Paris S,8455ad90,Lee Kang-in,KOR,23.0,"FW,MF",30,1663.0,6.0,6.0,3.5,5.6,0.0,0.0,1.0,0.0,50.0,143.0,41.0,14.0,19.0,1.0,0.09,1110.0,1268.0,17230.0,617.0,655.0,352.0,393.0,97.0,148.0,6.4,143.0,4215.0,56.0,103.0,43.0,7.0,1149.0,114.0,15.0,13.0,10.0,94.0,5.0,16.0,7.0,84.0,24.0,32.0,0.0,97.0,70.0,21.0,3.0,3.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,25.0,17.0,7.0,11.0,7.0,19.0,35.0,11.0,1.0,3.0,3.0,1.0,1432.0,13.0,107.0,616.0,720.0,68.0,51.0,29.0,19.0,938.0,4916.0,2194.0,44.0,18.0,22.0,26.0,1172.0,139.0,0.0,21.0,28.0,1.0,0.0,0.0,0.0,73.0,5.0,10.0
