equipe,player_id,player_name,player_country_code,age,positions,matches_played,min,gls,ast,xg,xag,pk_made,pk_att,yellow_cards,red_cards,carries_prog,passes_prog,sh,sot,avg_sh_dist,fk_sh,npxg_per_sh,pass_cmp,pass_att,pass_ttl_dist,pass_cmp_s,pass_att_s,pass_cmp_m,pass_att_m,pass_cmp_l,pass_att_l,xa,pass_prog,pass_prog_ttl_dist,key_passes,pass_fthird,pass_opp_box,cross_opp_box,pass_live,pass_dead,pass_fk,through_balls,switches,crosses,pass_offside,pass_blocked,throw_ins,ck,ck_in_swinger,ck_out_swinger,ck_straight,ttl_sca,pass_live_sca,pass_dead_sca,take_on_sca,sh_sca,fld_sca,def_sca,gca,pass_live_gca,pass_dead_gca,take_on_gca,sh_gca,fld_gca,def_gca,tkl,tkl_won,tkl_def_third,tkl_mid_third,tkl_att_third,tkl_drb,tkl_drb_att,blocks,sh_blocked,int,clearances,def_error,touches,touch_def_box,touch_def_third,touch_mid_third,touch_fthird,touch_opp_box,take_on_att,take_on_suc,take_on_tkld,carries,ttl_carries_dist,ttl_carries_prog_dist,carries_fthird,carries_opp_box,carries_miscontrolled,carries_dispossessed,pass_recvd,pass_prog_rcvd,second_yellow_cards,fls_com,fls_drawn,offside,pk_won,pk_conceded,og,ball_recov,air_dual_won,air_dual_lost
Toulouse,4654e5f5,Charlie Cresswell,ENG,21.0,DF,31,2592.0,3.0,1.0,3.3,1.7,0.0,0.0,5.0,0.0,8.0,69.0,32.0,13.0,9.5,0.0,0.1,1287.0,1551.0,23854.0,441.0,487.0,748.0,823.0,91.0,216.0,1.1,69.0,8198.0,5.0,61.0,4.0,1.0,1466.0,81.0,33.0,0.0,8.0,4.0,4.0,7.0,12.0,0.0,0.0,0.0,0.0,24.0,18.0,0.0,0.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,35.0,23.0,19.0,15.0,1.0,28.0,46.0,44.0,28.0,28.0,191.0,3.0,1920.0,324.0,1044.0,801.0,89.0,56.0,11.0,3.0,7.0,1033.0,4261.0,1800.0,7.0,1.0,20.0,3.0,1193.0,13.0,0.0,28.0,15.0,3.0,0.0,0.0,1.0,103.0,98.0,44.0
Rennes,bf4c41f9,Arnaud Kalimuendo,FRA,22.0,"FW,MF",33,2578.0,17.0,3.0,14.9,2.0,5.0,8.0,2.0,0.0,50.0,72.0,68.0,29.0,16.7,1.0,0.13,477.0,605.0,7080.0,254.0,305.0,150.0,179.0,33.0,40.0,2.1,72.0,1245.0,19.0,36.0,14.0,1.0,549.0,53.0,4.0,3.0,5.0,13.0,3.0,24.0,1.0,0.0,0.0,0.0,0.0,49.0,37.0,0.0,3.0,6.0,2.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,19.0,12.0,6.0,9.0,4.0,7.0,15.0,9.0,2.0,4.0,16.0,1.0,885.0,18.0,74.0,432.0,392.0,126.0,62.0,21.0,39.0,521.0,2746.0,1273.0,30.0,27.0,59.0,59.0,684.0,167.0,0.0,29.0,40.0,12.0,1.0,0.0,0.0,63.0,22.0,59.0
Saint,830371be,Pierre Ekwah Elimby,FRA,22.0,MF,29,2575.0,1.0,0.0,0.7,1.0,0.0,0.0,3.0,0.0,20.0,146.0,25.0,6.0,25.4,0.0,0.03,1405.0,1593.0,23713.0,674.0,725.0,588.0,639.0,113.0,173.0,1.6,146.0,7436.0,16.0,144.0,19.0,0.0,1536.0,57.0,53.0,3.0,12.0,5.0,0.0,16.0,2.0,1.0,1.0,0.0,0.0,40.0,37.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,54.0,33.0,18.0,30.0,6.0,34.0,56.0,26.0,12.0,47.0,72.0,1.0,1885.0,123.0,560.0,1095.0,250.0,7.0,32.0,18.0,12.0,907.0,4351.0,2004.0,14.0,1.0,29.0,17.0,1307.0,21.0,0.0,42.0,38.0,0.0,0.0,0.0,0.0,154.0,30.0,13.0
Strasbourg,12de1b0d,Diego Moreira,BEL,19.0,"DF,MF",32,2568.0,2.0,7.0,2.0,7.3,0.0,0.0,4.0,1.0,99.0,87.0,25.0,8.0,16.0,1.0,0.08,1028.0,1327.0,16315.0,534.0,619.0,408.0,528.0,61.0,104.0,7.4,87.0,3941.0,30.0,30.0,37.0,10.0,1170.0,152.0,27.0,7.0,6.0,93.0,5.0,30.0,116.0,9.0,4.0,3.0,0.0,67.0,44.0,5.0,10.0,4.0,2.0,2.0,10.0,7.0,0.0,1.0,0.0,1.0,1.0,44.0,28.0,17.0,19.0,8.0,24.0,50.0,23.0,4.0,35.0,65.0,0.0,1701.0,82.0,408.0,736.0,588.0,81.0,125.0,57.0,59.0,953.0,5886.0,3285.0,63.0,36.0,65.0,33.0,1098.0,245.0,0.0,26.0,35.0,2.0,0.0,1.0,0.0,139.0,27.0,29.0
Nice,b73f17f8,Evann Guessand,CIV,23.0,"FW,MF",33,2565.0,12.0,8.0,9.2,5.4,0.0,0.0,2.0,0.0,87.0,79.0,63.0,27.0,12.7,0.0,0.15,421.0,574.0,5792.0,257.0,322.0,141.0,183.0,10.0,19.0,5.3,79.0,1599.0,32.0,46.0,27.0,4.0,549.0,22.0,3.0,9.0,1.0,36.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,91.0,56.0,0.0,16.0,7.0,8.0,4.0,17.0,10.0,0.0,3.0,2.0,1.0,1.0,44.0,29.0,12.0,15.0,17.0,6.0,14.0,27.0,3.0,15.0,16.0,0.0,926.0,19.0,97.0,414.0,444.0,134.0,103.0,49.0,48.0,581.0,3867.0,2205.0,44.0,30.0,75.0,71.0,687.0,162.0,0.0,45.0,64.0,10.0,1.0,0.0,0.0,98.0,26.0,36.0
Lille,ce50fd99,Jonathan David,CAN,24.0,FW,32,2554.0,16.0,5.0,16.2,4.4,6.0,7.0,4.0,0.0,40.0,65.0,66.0,28.0,15.3,0.0,0.16,563.0,686.0,7502.0,340.0,393.0,170.0,193.0,17.0,23.0,3.2,65.0,1225.0,36.0,29.0,26.0,0.0,646.0,38.0,1.0,4.0,3.0,4.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,74.0,59.0,0.0,4.0,6.0,5.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,24.0,8.0,3.0,12.0,9.0,9.0,21.0,13.0,2.0,7.0,10.0,1.0,952.0,16.0,56.0,396.0,507.0,145.0,42.0,20.0,20.0,518.0,2432.0,1154.0,25.0,20.0,68.0,40.0,717.0,184.0,0.0,25.0,36.0,10.0,1.0,0.0,0.0,66.0,16.0,42.0
Lens,6f5ec8bb,Facundo Medina,ARG,25.0,DF,29,2543.0,0.0,1.0,1.8,2.0,0.0,0.0,15.0,1.0,46.0,174.0,27.0,3.0,18.3,0.0,0.07,1655.0,1889.0,27012.0,827.0,873.0,684.0,744.0,116.0,209.0,3.4,174.0,9960.0,24.0,157.0,30.0,2.0,1744.0,136.0,70.0,3.0,5.0,16.0,9.0,18.0,66.0,0.0,0.0,0.0,0.0,68.0,62.0,1.0,1.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,22.0,18.0,4.0,24.0,42.0,30.0,10.0,32.0,70.0,0.0,2176.0,121.0,706.0,1150.0,341.0,31.0,27.0,10.0,17.0,1328.0,6893.0,3678.0,48.0,2.0,27.0,14.0,1514.0,42.0,1.0,29.0,22.0,0.0,0.0,1.0,0.0,165.0,30.0,24.0
Reims,06efa9dc,Sergio Akieme,ESP,26.0,DF,30,2523.0,2.0,3.0,1.5,2.5,0.0,0.0,5.0,0.0,55.0,86.0,26.0,7.0,20.1,1.0,0.06,929.0,1147.0,13641.0,527.0,575.0,338.0,403.0,35.0,108.0,2.5,86.0,4062.0,21.0,42.0,20.0,12.0,952.0,190.0,25.0,0.0,1.0,94.0,5.0,19.0,152.0,11.0,9.0,0.0,0.0,37.0,29.0,4.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,34.0,23.0,30.0,3.0,1.0,22.0,36.0,26.0,9.0,17.0,97.0,4.0,1436.0,100.0,524.0,548.0,377.0,34.0,31.0,13.0,17.0,710.0,4339.0,2357.0,36.0,5.0,31.0,19.0,817.0,97.0,0.0,25.0,21.0,1.0,0.0,0.0,0.0,109.0,19.0,26.0
Strasbourg,2b5a35e5,Dilane Bakwa,FRA,21.0,"MF,DF",30,2497.0,6.0,8.0,4.7,6.6,0.0,0.0,4.0,0.0,107.0,129.0,52.0,22.0,21.3,6.0,0.09,808.0,1109.0,13642.0,401.0,475.0,298.0,394.0,87.0,178.0,6.0,129.0,4130.0,47.0,67.0,40.0,10.0,961.0,141.0,48.0,11.0,15.0,153.0,7.0,23.0,31.0,62.0,29.0,27.0,0.0,110.0,67.0,21.0,10.0,3.0,7.0,2.0,16.0,13.0,1.0,1.0,0.0,1.0,0.0,26.0,14.0,11.0,8.0,7.0,12.0,24.0,21.0,1.0,15.0,27.0,0.0,1420.0,21.0,170.0,588.0,685.0,79.0,127.0,50.0,65.0,890.0,5928.0,2934.0,70.0,42.0,60.0,34.0,1046.0,249.0,0.0,29.0,71.0,5.0,0.0,0.0,0.0,92.0,11.0,8.0
Toulouse,a5f5d094,Mark McKenzie,USA,25.0,DF,30,2496.0,1.0,1.0,1.4,0.5,0.0,0.0,1.0,1.0,10.0,97.0,8.0,2.0,11.2,0.0,0.17,1167.0,1356.0,21104.0,462.0,506.0,610.0,680.0,83.0,143.0,0.2,97.0,8135.0,4.0,101.0,0.0,0.0,1243.0,113.0,29.0,0.0,6.0,1.0,0.0,9.0,70.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,31.0,31.0,20.0,1.0,33.0,45.0,31.0,18.0,22.0,141.0,1.0,1648.0,181.0,736.0,849.0,70.0,15.0,9.0,4.0,5.0,878.0,3391.0,1826.0,9.0,1.0,13.0,7.0,969.0,5.0,0.0,30.0,12.0,1.0,0.0,1.0,0.0,128.0,44.0,34.0
Brest,462475ed,Ludovic Ajorque,FRA,30.0,FW,31,2495.0,13.0,2.0,10.4,3.1,0.0,1.0,5.0,0.0,10.0,41.0,53.0,25.0,12.1,0.0,0.18,462.0,671.0,6965.0,254.0,354.0,147.0,198.0,35.0,48.0,1.8,41.0,969.0,35.0,29.0,11.0,1.0,660.0,8.0,0.0,2.0,12.0,7.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,60.0,49.0,0.0,2.0,5.0,2.0,2.0,8.0,3.0,0.0,1.0,3.0,1.0,0.0,26.0,19.0,3.0,12.0,11.0,10.0,32.0,20.0,5.0,6.0,26.0,0.0,914.0,32.0,84.0,446.0,389.0,125.0,17.0,8.0,9.0,410.0,1319.0,449.0,11.0,4.0,60.0,11.0,658.0,124.0,0.0,61.0,26.0,11.0,2.0,0.0,0.0,62.0,133.0,121.0
Auxerre,0abb5072,Clément Akpa,CIV,22.0,DF,31,2486.0,0.0,1.0,0.3,0.9,0.0,0.0,7.0,0.0,27.0,74.0,6.0,1.0,15.1,0.0,0.05,998.0,1209.0,19673.0,366.0,407.0,495.0,549.0,123.0,215.0,0.9,74.0,7381.0,8.0,74.0,10.0,5.0,1105.0,101.0,56.0,0.0,40.0,25.0,3.0,20.0,40.0,2.0,1.0,1.0,0.0,22.0,15.0,3.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,55.0,34.0,36.0,12.0,7.0,31.0,46.0,38.0,14.0,42.0,141.0,2.0,1532.0,171.0,797.0,636.0,117.0,10.0,23.0,8.0,11.0,895.0,4510.0,2340.0,20.0,1.0,9.0,4.0,929.0,24.0,0.0,15.0,35.0,0.0,0.0,1.0,0.0,116.0,38.0,31.0
Marseille,8794e251,Adrien Rabiot,FRA,29.0,MF,29,2485.0,9.0,4.0,7.3,3.8,0.0,0.0,4.0,0.0,79.0,168.0,48.0,22.0,13.2,0.0,0.15,1309.0,1543.0,18021.0,776.0,849.0,430.0,500.0,38.0,67.0,3.8,168.0,4031.0,28.0,147.0,24.0,5.0,1508.0,32.0,19.0,6.0,0.0,40.0,3.0,38.0,11.0,0.0,0.0,0.0,0.0,66.0,53.0,0.0,5.0,6.0,2.0,0.0,11.0,8.0,0.0,2.0,0.0,1.0,0.0,49.0,31.0,17.0,21.0,11.0,19.0,32.0,21.0,2.0,21.0,32.0,0.0,1822.0,36.0,227.0,967.0,644.0,100.0,50.0,26.0,23.0,1096.0,5837.0,2815.0,52.0,16.0,52.0,31.0,1445.0,174.0,0.0,53.0,33.0,12.0,0.0,1.0,0.0,124.0,34.0,26.0
Le Havre,c3b6fa1e,Loïc Nego,HUN,33.0,"DF,FW",31,2459.0,0.0,0.0,0.8,0.7,0.0,0.0,4.0,0.0,64.0,102.0,11.0,2.0,17.1,0.0,0.07,922.0,1228.0,15621.0,462.0,520.0,368.0,471.0,80.0,184.0,1.6,102.0,6488.0,13.0,83.0,30.0,15.0,1062.0,160.0,17.0,1.0,2.0,75.0,6.0,28.0,143.0,0.0,0.0,0.0,0.0,44.0,33.0,3.0,1.0,0.0,5.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,58.0,35.0,37.0,16.0,5.0,41.0,64.0,17.0,3.0,29.0,82.0,0.0,1469.0,96.0,476.0,693.0,312.0,34.0,32.0,17.0,12.0,742.0,3703.0,2302.0,38.0,3.0,19.0,9.0,900.0,123.0,0.0,27.0,28.0,5.0,0.0,0.0,0.0,111.0,19.0,15.0
Marseille,349cae8f,Michael Amir Murillo,PAN,28.0,DF,30,2437.0,1.0,3.0,1.5,3.3,0.0,0.0,3.0,0.0,43.0,140.0,13.0,4.0,18.8,2.0,0.12,1665.0,1902.0,26059.0,812.0,867.0,770.0,865.0,51.0,93.0,2.9,140.0,8235.0,24.0,142.0,19.0,4.0,1691.0,207.0,44.0,1.0,0.0,37.0,4.0,32.0,162.0,0.0,0.0,0.0,0.0,47.0,39.0,2.0,3.0,2.0,0.0,1.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,49.0,31.0,30.0,13.0,6.0,32.0,46.0,21.0,8.0,18.0,70.0,4.0,2135.0,83.0,601.0,1205.0,339.0,33.0,27.0,14.0,13.0,1169.0,4743.0,2430.0,33.0,8.0,28.0,10.0,1458.0,100.0,0.0,29.0,26.0,1.0,0.0,1.0,0.0,138.0,42.0,17.0
Nice,f9d5908e,Hicham Boudaoui,ALG,24.0,MF,29,2435.0,2.0,3.0,2.7,3.0,0.0,0.0,9.0,0.0,54.0,124.0,39.0,18.0,19.1,0.0,0.07,943.0,1134.0,14602.0,504.0,567.0,355.0,407.0,59.0,92.0,2.8,124.0,4144.0,22.0,76.0,32.0,3.0,1104.0,26.0,24.0,12.0,5.0,17.0,4.0,27.0,1.0,0.0,0.0,0.0,0.0,65.0,53.0,1.0,1.0,5.0,3.0,2.0,7.0,6.0,0.0,0.0,0.0,1.0,0.0,76.0,52.0,28.0,37.0,11.0,31.0,53.0,40.0,11.0,22.0,45.0,1.0,1467.0,75.0,312.0,806.0,377.0,45.0,65.0,25.0,34.0,770.0,4519.0,2308.0,45.0,7.0,38.0,26.0,943.0,75.0,0.0,41.0,51.0,3.0,1.0,0.0,0.0,175.0,16.0,34.0
Brest,16aa7d4c,Brendan Chardonnet,FRA,29.0,DF,27,2416.0,1.0,0.0,0.8,1.2,0.0,0.0,6.0,0.0,7.0,51.0,14.0,1.0,13.1,0.0,0.06,993.0,1210.0,20771.0,294.0,318.0,550.0,590.0,141.0,279.0,1.1,51.0,7790.0,8.0,67.0,3.0,1.0,1164.0,46.0,45.0,2.0,14.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,24.0,21.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,45.0,33.0,28.0,14.0,3.0,25.0,40.0,45.0,28.0,29.0,169.0,2.0,1521.0,219.0,864.0,615.0,46.0,25.0,0.0,0.0,0.0,810.0,3593.0,1835.0,6.0,1.0,7.0,0.0,948.0,5.0,0.0,36.0,20.0,0.0,0.0,0.0,1.0,91.0,58.0,38.0
Monaco,b625b241,Maghnes Akliouche,FRA,22.0,"FW,MF",32,2406.0,5.0,10.0,9.2,7.3,1.0,1.0,2.0,0.0,127.0,173.0,61.0,17.0,16.0,2.0,0.14,989.0,1216.0,13887.0,604.0,670.0,291.0,356.0,54.0,87.0,7.8,173.0,4098.0,49.0,90.0,64.0,3.0,1163.0,43.0,10.0,8.0,8.0,53.0,10.0,34.0,16.0,17.0,11.0,2.0,0.0,119.0,87.0,3.0,12.0,6.0,8.0,3.0,19.0,17.0,0.0,0.0,2.0,0.0,0.0,51.0,31.0,12.0,24.0,15.0,19.0,41.0,21.0,0.0,15.0,13.0,0.0,1566.0,22.0,150.0,644.0,794.0,156.0,103.0,50.0,50.0,999.0,6581.0,3653.0,98.0,47.0,78.0,47.0,1149.0,226.0,0.0,31.0,38.0,8.0,0.0,0.0,0.0,131.0,5.0,23.0
Toulouse,92ffb8f9,Vincent Sierro,SUI,28.0,MF,29,2402.0,5.0,1.0,4.2,3.6,2.0,2.0,4.0,0.0,15.0,147.0,30.0,7.0,20.6,2.0,0.09,1076.0,1372.0,19073.0,462.0,533.0,502.0,589.0,89.0,190.0,3.6,147.0,5824.0,30.0,102.0,26.0,1.0,1237.0,132.0,70.0,6.0,14.0,64.0,3.0,18.0,3.0,38.0,18.0,18.0,0.0,63.0,39.0,16.0,1.0,4.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,44.0,27.0,15.0,23.0,6.0,27.0,56.0,34.0,9.0,16.0,44.0,1.0,1646.0,68.0,386.0,904.0,369.0,37.0,28.0,12.0,16.0,914.0,3573.0,1633.0,21.0,5.0,47.0,18.0,1074.0,27.0,0.0,34.0,31.0,1.0,0.0,0.0,0.0,125.0,31.0,35.0
Monaco,51dbeea9,Thilo Kehrer,GER,27.0,DF,27,2383.0,4.0,0.0,1.5,0.3,0.0,0.0,1.0,0.0,16.0,139.0,12.0,8.0,8.7,0.0,0.12,1622.0,1804.0,29814.0,585.0,623.0,894.0,954.0,124.0,193.0,0.5,139.0,12429.0,5.0,125.0,1.0,0.0,1715.0,86.0,76.0,1.0,7.0,2.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,26.0,22.0,2.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,37.0,23.0,26.0,11.0,0.0,22.0,38.0,18.0,10.0,36.0,113.0,1.0,2060.0,187.0,852.0,1153.0,61.0,17.0,3.0,1.0,1.0,1193.0,5962.0,3512.0,8.0,0.0,6.0,2.0,1419.0,2.0,0.0,23.0,20.0,1.0,0.0,0.0,0.0,132.0,54.0,34.0
Lyon,55abe554,Clinton Mata,ANG,31.0,DF,29,2370.0,0.0,4.0,0.2,1.4,0.0,0.0,6.0,0.0,20.0,88.0,5.0,0.0,21.1,0.0,0.05,1448.0,1636.0,23759.0,678.0,706.0,684.0,739.0,66.0,150.0,2.2,88.0,8137.0,11.0,86.0,14.0,7.0,1517.0,116.0,58.0,0.0,3.0,38.0,3.0,13.0,49.0,0.0,0.0,0.0,0.0,25.0,22.0,1.0,1.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,41.0,29.0,23.0,14.0,4.0,28.0,36.0,26.0,17.0,46.0,72.0,3.0,1877.0,188.0,788.0,936.0,167.0,14.0,30.0,14.0,14.0,1168.0,6040.0,3488.0,17.0,0.0,15.0,10.0,1287.0,23.0,0.0,27.0,34.0,1.0,0.0,0.0,0.0,129.0,21.0,17.0
Strasbourg,61f80c89,Mamadou Sarr,FRA,18.0,DF,27,2365.0,0.0,1.0,0.8,0.3,0.0,0.0,4.0,0.0,7.0,52.0,5.0,0.0,6.7,0.0,0.16,1593.0,1699.0,29195.0,553.0,566.0,927.0,962.0,104.0,144.0,0.3,52.0,9910.0,5.0,60.0,1.0,1.0,1612.0,86.0,57.0,0.0,2.0,1.0,1.0,13.0,4.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,37.0,21.0,24.0,11.0,2.0,16.0,24.0,26.0,20.0,25.0,117.0,3.0,1953.0,247.0,1062.0,858.0,42.0,12.0,19.0,10.0,9.0,1241.0,5333.0,2691.0,9.0,1.0,16.0,10.0,1464.0,1.0,0.0,29.0,11.0,0.0,0.0,1.0,0.0,98.0,30.0,29.0
Montpellier,6bde367b,Téji Savanier,FRA,32.0,MF,31,2363.0,2.0,5.0,3.8,6.9,2.0,2.0,4.0,1.0,26.0,183.0,45.0,14.0,26.9,13.0,0.05,1031.0,1481.0,22715.0,376.0,465.0,359.0,472.0,259.0,447.0,7.2,183.0,7412.0,67.0,165.0,31.0,12.0,1176.0,285.0,113.0,13.0,49.0,199.0,20.0,27.0,17.0,112.0,41.0,61.0,0.0,122.0,71.0,33.0,3.0,4.0,7.0,4.0,7.0,4.0,2.0,0.0,0.0,1.0,0.0,29.0,25.0,7.0,16.0,6.0,18.0,43.0,16.0,1.0,15.0,21.0,4.0,1748.0,23.0,188.0,997.0,575.0,35.0,67.0,27.0,35.0,909.0,4394.0,1948.0,36.0,4.0,46.0,31.0,1131.0,108.0,0.0,22.0,62.0,1.0,0.0,0.0,0.0,117.0,18.0,23.0
Rennes,b026bbf6,Lorenz Assignon,TOG,24.0,"DF,MF",32,2357.0,3.0,4.0,2.2,3.5,0.0,0.0,9.0,0.0,98.0,116.0,22.0,5.0,17.5,0.0,0.1,1015.0,1301.0,15872.0,518.0,609.0,428.0,531.0,41.0,83.0,3.7,116.0,5411.0,29.0,70.0,28.0,12.0,1067.0,228.0,15.0,3.0,5.0,70.0,6.0,38.0,212.0,1.0,0.0,0.0,0.0,67.0,52.0,7.0,3.0,3.0,1.0,1.0,10.0,7.0,0.0,0.0,2.0,1.0,0.0,49.0,27.0,25.0,22.0,2.0,19.0,43.0,20.0,3.0,25.0,74.0,0.0,1638.0,66.0,347.0,706.0,596.0,80.0,77.0,28.0,47.0,807.0,5281.0,3034.0,72.0,26.0,56.0,34.0,1006.0,206.0,0.0,52.0,28.0,5.0,0.0,1.0,0.0,110.0,38.0,22.0
Strasbourg,6d0fe035,Habib Diarra,SEN,20.0,"MF,FW",30,2352.0,4.0,5.0,3.3,4.5,2.0,2.0,6.0,0.0,61.0,116.0,25.0,10.0,20.2,1.0,0.07,812.0,978.0,13413.0,381.0,431.0,371.0,427.0,41.0,67.0,4.3,116.0,2876.0,27.0,64.0,27.0,12.0,936.0,40.0,11.0,6.0,5.0,54.0,2.0,25.0,10.0,0.0,0.0,0.0,0.0,57.0,47.0,1.0,0.0,3.0,6.0,0.0,8.0,6.0,0.0,0.0,0.0,2.0,0.0,22.0,13.0,6.0,13.0,3.0,8.0,20.0,22.0,6.0,13.0,46.0,3.0,1214.0,50.0,276.0,610.0,342.0,42.0,49.0,13.0,32.0,709.0,3457.0,1837.0,37.0,12.0,30.0,22.0,885.0,114.0,0.0,26.0,52.0,1.0,1.0,0.0,0.0,90.0,12.0,16.0
Nantes,68a26d51,Pedro Chirivella,ESP,27.0,MF,30,2348.0,0.0,2.0,0.5,1.8,0.0,0.0,6.0,0.0,16.0,170.0,8.0,2.0,21.0,0.0,0.06,1336.0,1570.0,24242.0,581.0,630.0,581.0,637.0,149.0,245.0,2.1,170.0,7844.0,19.0,169.0,24.0,4.0,1468.0,100.0,69.0,4.0,14.0,19.0,2.0,16.0,5.0,7.0,5.0,2.0,0.0,55.0,54.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,44.0,29.0,23.0,16.0,5.0,19.0,42.0,25.0,4.0,19.0,45.0,0.0,1740.0,48.0,366.0,1150.0,240.0,3.0,7.0,3.0,4.0,946.0,4091.0,1939.0,14.0,1.0,15.0,7.0,1244.0,25.0,0.0,25.0,16.0,0.0,0.0,0.0,0.0,116.0,10.0,14.0
Auxerre,e2781082,Elisha Owusu,GHA,26.0,MF,28,2344.0,1.0,3.0,0.4,1.0,0.0,0.0,7.0,0.0,8.0,78.0,7.0,3.0,24.5,0.0,0.05,693.0,847.0,11213.0,342.0,394.0,281.0,330.0,46.0,74.0,0.6,78.0,2794.0,14.0,53.0,6.0,1.0,838.0,7.0,6.0,0.0,10.0,8.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,33.0,31.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,73.0,41.0,29.0,39.0,5.0,31.0,48.0,33.0,9.0,42.0,35.0,1.0,1097.0,46.0,300.0,670.0,140.0,5.0,23.0,9.0,13.0,521.0,1958.0,698.0,10.0,2.0,26.0,24.0,566.0,33.0,0.0,49.0,21.0,0.0,0.0,1.0,1.0,154.0,16.0,26.0
Toulouse,6be41a31,Yann Gboho,FRA,23.0,"MF,FW",31,2333.0,5.0,4.0,5.4,3.5,0.0,0.0,2.0,0.0,116.0,103.0,50.0,26.0,15.8,0.0,0.11,478.0,644.0,6718.0,280.0,334.0,154.0,195.0,19.0,32.0,4.1,103.0,2050.0,30.0,53.0,28.0,0.0,633.0,6.0,2.0,7.0,1.0,26.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,87.0,63.0,0.0,12.0,5.0,6.0,1.0,7.0,5.0,0.0,0.0,2.0,0.0,0.0,31.0,18.0,7.0,15.0,9.0,14.0,35.0,20.0,0.0,6.0,4.0,1.0,953.0,5.0,84.0,402.0,494.0,124.0,122.0,50.0,66.0,690.0,4979.0,2956.0,74.0,37.0,66.0,50.0,709.0,189.0,0.0,16.0,61.0,2.0,1.0,0.0,0.0,107.0,5.0,27.0
Lyon,652d4c37,Corentin Tolisso,FRA,29.0,MF,32,2329.0,7.0,4.0,5.3,4.9,0.0,0.0,4.0,0.0,31.0,166.0,51.0,18.0,16.4,0.0,0.1,1359.0,1602.0,20673.0,752.0,835.0,481.0,538.0,80.0,128.0,4.9,166.0,6018.0,31.0,147.0,35.0,4.0,1527.0,71.0,40.0,5.0,13.0,32.0,4.0,41.0,27.0,1.0,1.0,0.0,0.0,81.0,74.0,0.0,1.0,5.0,1.0,0.0,15.0,14.0,0.0,0.0,1.0,0.0,0.0,57.0,25.0,21.0,26.0,10.0,34.0,65.0,52.0,13.0,22.0,41.0,1.0,1917.0,79.0,330.0,1056.0,548.0,88.0,21.0,11.0,10.0,1073.0,4704.0,2148.0,35.0,3.0,31.0,20.0,1409.0,133.0,0.0,44.0,50.0,8.0,0.0,1.0,0.0,128.0,54.0,58.0
Le Havre,ef7cd87a,Abdoulaye Touré,GUI,30.0,MF,28,2324.0,10.0,1.0,9.4,0.4,8.0,9.0,5.0,0.0,17.0,109.0,38.0,6.0,25.4,0.0,0.06,868.0,1059.0,16170.0,346.0,405.0,392.0,462.0,106.0,138.0,1.1,109.0,4315.0,7.0,90.0,10.0,5.0,1040.0,13.0,12.0,3.0,12.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,49.0,35.0,0.0,1.0,5.0,7.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,61.0,34.0,31.0,21.0,9.0,33.0,59.0,36.0,19.0,34.0,42.0,5.0,1354.0,78.0,378.0,784.0,206.0,28.0,33.0,17.0,12.0,714.0,3506.0,1521.0,14.0,0.0,29.0,30.0,832.0,28.0,0.0,30.0,45.0,1.0,1.0,0.0,0.0,160.0,30.0,19.0
