player_name,equipe,positions,cluster,tsne_1,tsne_2,tsne_3,tsne_4
Jonathan Gradit,Lens,DF,0,-0.7626150631408664,1.1166182309077617,0.5055223542517306,-0.5905051587820029
Sebastian Nanasi,Strasbourg,"MF,FW",4,0.7553614898027292,-0.667827092447914,-1.6710953729821982,0.45458232048421854
Djibril Sidibé,Toulouse,DF,3,-0.7847419069222493,0.36020813811442676,-0.05877876560545295,0.06455429687448684
Yassine Kechta,Le Havre,"MF,FW",6,0.4780789726285832,-0.45631283960623614,0.7919957233337465,0.19730720859057216
Wilfried Singo,Monaco,DF,2,-0.9379130962413392,1.3208355788344037,0.3273726001762521,-0.4322367811575098
Hamed Junior Traorè,Auxerre,MF,7,1.0625529623730996,-1.0824915053977648,-0.8012036543336746,0.9099823500152353
Gianluigi Donnarumma,Paris S,GK,5,-2.0214985872429097,0.24779399274456315,1.5328934183897642,-2.287949145835465
Azor Matusiwa,Rennes,MF,6,0.5266295215112563,0.6769637662027881,0.6112414241415476,-0.06605971496153878
Achraf Hakimi,Paris S,DF,2,-0.4907847106392194,1.365236087926493,-1.5567322974504454,0.284157207857835
Vanderson,Monaco,DF,3,-1.0039443057495394,0.23449929346398196,-0.1737033406321229,0.6846087717584295
Lamine Camara,Monaco,MF,4,-0.4675753793567006,0.03404542431664339,-2.0275640588107757,0.28850817287798686
Alexandre Lacazette,Lyon,FW,7,2.2803559273887144,-1.6095638832378905,-0.6191409666275036,1.1464514960904126
Nicolas Cozza,Nantes,"DF,MF",6,-0.4060714402492683,-0.5908953148597482,0.8566531800749804,-0.06061474918966417
Warren Zaïre-Emery,Paris S,"MF,DF",2,-0.37635211535974994,1.3617798962148986,-0.993731320216832,0.10173057310619381
