player_name,equipe,positions,tsne_1,tsne_2,tsne_3,tsne_4,cluster
Zinedine Ferhat,Angers,"FW,MF",-0.20535095,-2.4442616,-1.9150836,0.11972522,-1
Seko Fofana,Rennes,MF,0.39330152,1.8352909,-1.7450806,0.23074432,-1
Antoine Mendy,Nice,DF,-1.41788,1.0832374,1.0374767,0.44703424,-1
Ibrahim Sissoko,Saint,FW,3.298353,-3.9572346,1.0276259,3.0430274,2
Louis Leroux,Nantes,"MF,DF",2.0653913,-0.60421824,1.1818588,0.81555295,-1
Albert Grønbaek,Rennes,"MF,FW",1.6167686,-3.3911986,-2.6353955,1.1479125,-1
Senny Mayulu,Paris S,MF,1.2676287,-0.03843034,-1.9495926,3.7926414,-1
Jonathan Rowe,Marseille,"FW,MF",2.6703024,-1.4326996,-2.2925327,3.5213156,-1
Alidu Seidu,Rennes,DF,-1.7838247,1.441798,1.1088314,0.4126788,-1
Yoann Salmier,Le Havre,DF,-0.94639367,0.9254146,2.040392,-3.3626235,1
Yvann Macon,Saint,DF,-0.21344535,-1.5217558,0.023697741,-0.87338805,3
Jordan Amavi,Brest,DF,-2.803037,-0.6995111,0.83886474,-0.8700639,3
Tom Louchet,Nice,"DF,MF",-1.1191854,0.014774441,-0.0659439,2.6008599,-1
Sekou Mara,Strasbourg,"FW,MF",2.0526404,-3.7806053,0.935803,2.267294,-1
Maxime Bernauer,Saint,DF,-2.210802,2.5795996,-0.8101287,-3.6757529,-1
Boubakar Kouyaté,Montpellier,DF,-0.50648695,0.4864964,3.1743774,-2.9826717,-1
Teddy Teuma,Reims,MF,0.25950575,-0.06462617,-2.503028,-0.6960242,-1
Angel Gomes,Lille,MF,1.5738688,-1.3417305,-1.2488959,0.2650765,-1
Saïd Benrahma,Lyon,"FW,MF",0.66004837,-1.8489866,-2.5797472,3.1023533,-1
Augustine Boakye,Saint,"FW,MF",2.8386357,-1.9375681,-1.1403595,1.7710155,2
Mathieu Cafaro,Saint,"MF,FW",0.7095361,-3.7678294,-0.17559598,0.9343186,-1
Rayan Raveloson,Auxerre,"MF,DF",0.4623342,0.15139526,0.80553484,-2.1691437,-1
George Ilenikhena,Monaco,FW,4.691958,-2.9232657,0.16923979,3.4326248,-1
Lucas Mincarelli,Montpellier,DF,-1.1051061,-1.2815995,1.42061,-1.7225094,3
Jacques Ekomie,Angers,"DF,FW",-0.1237101,-1.5016829,2.4464703,0.2239916,-1
Mikayil Ngor Faye,Rennes,DF,-2.9950812,2.2464879,-0.03985727,-1.8230478,1
Abdulai Juma Bah,Lens,DF,0.19107607,2.1778052,0.80388093,-3.3383398,1
Pol Lirola,Marseille,DF,0.4987132,3.8297174,2.7740002,-2.6570225,-1
Assane Dioussé,Auxerre,MF,0.8448411,2.0327246,0.16860715,-1.3491063,-1
Glen Kamara,Rennes,MF,1.1820749,1.7062284,1.1227126,0.29706496,-1
Emmanuel Sabbi,Le Havre,"FW,MF",1.7666254,-3.6006057,0.595929,2.3062062,-1
Ismaël Bennacer,Marseille,MF,-1.4329385,3.4842157,-2.705309,-0.2673691,-1
Chuba Akpom,Lille,FW,4.3295484,-4.195343,-0.56900257,3.5571191,-1
Luck Zogbé,Brest,DF,-1.1912371,0.1526376,2.2976115,1.09239,-1
Rémy Labeau Lascary,Lens,"FW,MF",3.5536683,-0.42826742,-0.794562,2.4886353,-1
Yaya Kader Fofana,Reims,"MF,FW",3.3276417,-0.34609535,-0.76431257,2.3528304,-1
Rasmus Nicolaisen,Toulouse,DF,0.023979293,3.4589295,2.3157542,-2.9746091,-1
Marco Asensio,Paris S,"FW,MF",1.0749185,-0.7370325,-2.020247,4.4378233,-1
Folarin Balogun,Monaco,FW,3.9293733,-2.2599127,0.34495467,3.5731745,2
Andy Delort,Montpellier,FW,3.5830703,-4.440714,1.3971057,2.2116055,2
Jhoanner Chávez,Lens,"DF,MF",-1.6187177,-1.8353903,-1.0636415,1.077051,-1
Fodé Ballo-Touré,Le Havre,"DF,MF",-1.240354,-1.9001154,0.776589,-1.5242095,3
Nampalys Mendy,Lens,MF,2.087077,0.48309565,2.2635252,-1.3197373,-1
Mahamadou Diawara,Le Havre,MF,0.46394062,0.6722357,1.9660017,0.6600776,-1
Nikola Maksimović,Montpellier,DF,-0.82278436,1.2134815,0.81311363,-4.0709105,1
Pierre Cornud,Saint,DF,-2.0183058,-1.0655959,1.497973,-2.0151827,-1
Florian Ayé,Auxerre,FW,4.249375,-3.9140944,0.85629886,1.2511588,2
Elye Wahi,Marseille,FW,5.1607285,-2.9883928,-0.027844612,3.6865005,-1
Maxence Caqueret,Lyon,MF,1.0921497,1.3148733,0.3442983,1.6809831,-1
Jordan Teze,Monaco,DF,-2.4648817,-0.23230095,-0.6054752,2.0472429,-1
Daler Kuzyaev,Le Havre,MF,-0.36238983,-0.9907215,2.0417745,-2.0765216,-1
John Joe,Reims,MF,0.23767509,-1.3414049,2.4851189,0.31228516,-1
Mohamed Meité,Rennes,FW,3.9887393,-2.9127789,0.81025845,2.911952,2
Andrew Omobamidele,Strasbourg,DF,-2.5531163,2.7229083,-0.98334765,-3.6930003,-1
Jean-Kevin Duverne,Nantes,DF,-1.6853617,0.30337492,1.639166,0.4714102,-1
Bamba Dieng,Angers,FW,3.75654,-4.874783,-0.5730561,2.497892,-1
Ben Old,Saint,"FW,MF",1.0638115,-3.3372533,-0.0010709512,1.9436657,-1
Amine Harit,Marseille,MF,1.7116619,0.24243967,-3.7475796,1.8139296,-1
Tino Kadewere,Nantes,"MF,FW",2.8324976,-1.1912463,1.0607091,1.2822269,-1
Krépin Diatta,Monaco,"DF,FW",-2.5334222,0.6782681,0.5577047,1.6088226,-1
