player_name,cluster,per90_gls,per90_ast,carries_prog,pct_take_on_suc,tkl_plus_int,pct_air_dual_won,ball_recov,age
Sekou Mara,1,0.12,0.12,9.0,40.7,12.0,45.2,21.0,22.0
Maxime Bernauer,4,0.0,0.0,7.0,66.7,14.0,61.1,37.0,26.0
Boubakar Kouyaté,4,0.0,0.0,3.0,,34.0,59.5,18.0,27.0
Teddy Teuma,3,0.12,0.0,9.0,25.0,30.0,33.3,42.0,30.0
Angel Gomes,1,0.12,0.12,15.0,50.0,10.0,45.5,20.0,23.0
Saïd Benrahma,1,0.12,0.37,41.0,27.6,12.0,,32.0,28.0
Augustine Boakye,1,0.37,0.0,25.0,54.2,13.0,26.3,27.0,23.0
Mathieu Cafaro,1,0.12,0.0,19.0,41.2,17.0,42.9,30.0,27.0
Rayan Raveloson,0,0.12,0.0,5.0,53.8,11.0,47.1,44.0,27.0
George Ilenikhena,1,0.38,0.25,8.0,17.6,6.0,46.7,10.0,17.0
Lucas Mincarelli,0,0.13,0.0,15.0,20.0,26.0,35.7,25.0,20.0
Jacques Ekomie,0,0.0,0.0,13.0,19.0,26.0,45.8,33.0,20.0
Mikayil Ngor Faye,4,0.0,0.0,12.0,33.3,27.0,60.9,41.0,20.0
Abdulai Juma Bah,4,0.0,0.0,3.0,100.0,33.0,79.3,37.0,18.0
Pol Lirola,4,0.13,0.26,12.0,33.3,17.0,36.4,29.0,26.0
Assane Dioussé,0,0.0,0.0,1.0,33.3,27.0,25.0,41.0,26.0
Glen Kamara,0,0.0,0.14,5.0,50.0,30.0,25.0,42.0,28.0
Emmanuel Sabbi,1,0.0,0.0,11.0,37.9,17.0,40.9,26.0,26.0
Ismaël Bennacer,3,0.0,0.28,14.0,63.6,31.0,33.3,50.0,26.0
Chuba Akpom,1,0.42,0.14,6.0,44.4,8.0,60.7,11.0,28.0
Luck Zogbé,0,0.0,0.0,4.0,21.1,46.0,75.0,51.0,19.0
Rémy Labeau Lascary,1,0.28,0.14,17.0,46.2,17.0,46.2,21.0,21.0
Yaya Kader Fofana,1,0.14,0.14,19.0,63.6,20.0,28.6,33.0,20.0
Rasmus Nicolaisen,4,0.0,0.14,3.0,50.0,16.0,70.0,29.0,27.0
Marco Asensio,1,0.29,0.58,19.0,50.0,4.0,33.3,18.0,28.0
Folarin Balogun,1,0.59,0.0,21.0,22.2,2.0,16.7,15.0,23.0
Andy Delort,1,0.0,0.0,4.0,60.0,4.0,45.0,9.0,32.0
Jhoanner Chávez,3,0.15,0.0,14.0,50.0,15.0,58.3,25.0,22.0
Fodé Ballo-Touré,0,0.0,0.0,15.0,35.7,12.0,44.4,31.0,27.0
Nampalys Mendy,0,0.0,0.15,2.0,25.0,24.0,50.0,30.0,32.0
Mahamadou Diawara,0,0.0,0.15,9.0,46.2,33.0,22.2,40.0,19.0
Mahamadou Diawara,0,0.0,0.0,1.0,,1.0,,3.0,19.0
Nikola Maksimović,4,0.0,0.0,1.0,100.0,15.0,38.1,14.0,32.0
Pierre Cornud,0,0.0,0.0,11.0,28.6,21.0,42.9,33.0,27.0
Florian Ayé,1,0.31,0.0,5.0,100.0,9.0,26.0,14.0,27.0
Elye Wahi,1,0.47,0.16,7.0,20.0,1.0,23.5,8.0,21.0
Maxence Caqueret,0,0.0,0.0,14.0,38.9,28.0,25.0,24.0,24.0
Jordan Teze,3,0.16,0.0,9.0,50.0,24.0,46.7,29.0,24.0
Daler Kuzyaev,0,0.16,0.0,4.0,66.7,22.0,63.6,27.0,31.0
John Joe,0,0.0,0.0,6.0,33.3,30.0,43.5,31.0,20.0
Mohamed Meité,1,0.33,0.0,8.0,9.1,2.0,57.7,5.0,16.0
Andrew Omobamidele,4,0.0,0.0,0.0,50.0,15.0,75.0,25.0,22.0
Jean-Kevin Duverne,0,0.0,0.0,6.0,40.0,29.0,75.0,20.0,27.0
Bamba Dieng,1,0.51,0.0,6.0,14.3,4.0,27.3,5.0,24.0
Ben Old,1,0.0,0.0,16.0,40.9,9.0,16.7,24.0,21.0
Amine Harit,3,0.35,0.69,13.0,40.0,11.0,16.7,24.0,27.0
Tino Kadewere,1,0.18,0.35,5.0,26.7,20.0,55.6,34.0,28.0
Krépin Diatta,3,0.0,0.0,17.0,61.5,27.0,62.5,36.0,25.0
