player_name,equipe,positions,age,player_id,player_country_code,UMAP_1,UMAP_2
Assane Dioussé,Auxerre,MF,26.0,7f622eef,SEN,-3.914428,-12.878763
Glen Kamara,Rennes,MF,28.0,4da9191b,FIN,-3.889337,-13.331364
Emmanuel Sabbi,Le Havre,"FW,MF",26.0,2e1b7c83,USA,-1.6540586,-17.921978
Ismaël Bennacer,Marseille,MF,26.0,db092d3b,ALG,-2.204217,-13.826823
Chuba Akpom,Lille,FW,28.0,e2b384d2,ENG,-0.4939015,-17.386719
Luck Zogbé,Brest,DF,19.0,3725b44f,CIV,-4.8993897,-14.642401
Rémy Labeau Lascary,Lens,"FW,MF",21.0,c90f380c,GLP,-1.4107943,-16.995491
Yaya Kader Fofana,Reims,"MF,FW",20.0,cedc53d2,MLI,-2.5617805,-15.913684
Rasmus Nicolaisen,Toulouse,DF,27.0,3f319bb9,DEN,-2.4455266,-11.080235
Marco Asensio,Paris S,"FW,MF",28.0,45af8a54,ESP,-0.99966717,-16.160208
Folarin Balogun,Monaco,FW,23.0,31822f8c,USA,-0.6118421,-17.6914
Andy Delort,Montpellier,FW,32.0,d33c706e,ALG,-1.0076048,-18.352684
Jhoanner Chávez,Lens,"DF,MF",22.0,649b57e9,ECU,-3.3930278,-16.195333
Fodé Ballo-Touré,Le Havre,"DF,MF",27.0,f449640d,SEN,-5.948024,-14.743852
Nampalys Mendy,Lens,MF,32.0,1598599e,SEN,-4.197377,-13.104141
Mahamadou Diawara,Le Havre,MF,19.0,1906b842,FRA,-4.4715457,-13.228016
Nikola Maksimović,Montpellier,DF,32.0,16b9d5cf,SRB,-1.8654851,-10.796371
Pierre Cornud,Saint,DF,27.0,edeb21ff,FRA,-5.903565,-14.652179
Florian Ayé,Auxerre,FW,27.0,718b8afd,FRA,-0.8539921,-18.294504
Elye Wahi,Marseille,FW,21.0,0d7b6576,FRA,-0.3780213,-17.418026
Maxence Caqueret,Lyon,MF,24.0,f81ef10d,FRA,-3.6432524,-13.855158
Jordan Teze,Monaco,DF,24.0,82e9b1bb,NED,-4.35394,-15.245439
Daler Kuzyaev,Le Havre,MF,31.0,d4e93bab,RUS,-5.9421835,-14.003993
John Joe,Reims,MF,20.0,fd01216a,IRL,-5.137996,-13.575673
Mohamed Meité,Rennes,FW,16.0,424cbbb3,FRA,-0.55115026,-17.912727
Andrew Omobamidele,Strasbourg,DF,22.0,c393a6c4,IRL,-1.964167,-11.395515
Jean-Kevin Duverne,Nantes,DF,27.0,0cbc8baa,HAI,-5.0077477,-14.7909775
Bamba Dieng,Angers,FW,24.0,40774c6b,SEN,-0.56629556,-18.104963
Ben Old,Saint,"FW,MF",21.0,e14e818c,NZL,-2.3239772,-17.51856
Amine Harit,Marseille,MF,27.0,e7d59f4f,MAR,-1.6462686,-15.653914
Tino Kadewere,Nantes,"MF,FW",28.0,7d08063d,ZIM,-3.6371815,-16.008362
Krépin Diatta,Monaco,"DF,FW",25.0,8104e41e,SEN,-4.5942736,-15.248165
