tsne_1,tsne_2,tsne_3,player_name,equipe,positions
-1.2444936,94.87412,-3.229696,Wesley Saïd,Lens,FW
28.694317,-24.75307,-25.032982,Ismaily,Lille,DF
-52.614883,49.70378,-46.624107,Romain Faivre,Brest,"MF,FW"
44.081413,16.48355,20.070742,Hiroki Sekine,Reims,DF
-47.05267,129.79022,18.625324,Goduine Koyalipou,Lens,FW
-45.478638,-106.98895,-14.754694,Lucas Hernández,Paris S,DF
24.404423,-7.1752915,55.995056,Mathis Amougou,Saint,MF
-56.796265,57.543896,6.790758,Mamadou Diakhon,Reims,"FW,MF"
-8.960701,-91.076904,15.318181,Mohamed Abdelmoneim,Nice,DF
-8.029152,139.94073,23.941288,Koka,Le Havre,FW
-4.0707507,37.799408,-37.825623,Zinedine Ferhat,Angers,"FW,MF"
-45.911366,-33.614723,-12.268439,Seko Fofana,Rennes,MF
63.631912,-33.22377,4.233445,Antoine Mendy,Nice,DF
-34.834404,113.604645,26.141947,Ibrahim Sissoko,Saint,FW
-8.879702,40.546497,46.69821,Louis Leroux,Nantes,"MF,DF"
-18.886827,79.860405,-48.789707,Albert Grønbaek,Rennes,"MF,FW"
-59.012104,11.0181465,-16.208515,Senny Mayulu,Paris S,MF
-82.280975,40.121613,-1.6964563,Jonathan Rowe,Marseille,"FW,MF"
76.135735,-41.702805,6.799518,Alidu Seidu,Rennes,DF
43.824017,-76.50599,49.65164,Yoann Salmier,Le Havre,DF
43.64063,-6.5771847,17.766546,Yvann Macon,Saint,DF
93.14832,-15.620417,24.540888,Jordan Amavi,Brest,DF
49.2993,11.323751,-39.179565,Tom Louchet,Nice,"DF,MF"
19.602621,92.14514,27.299524,Sekou Mara,Strasbourg,"FW,MF"
14.076317,-123.4024,-37.209866,Maxime Bernauer,Saint,DF
45.701138,-76.29073,69.618164,Boubakar Kouyaté,Montpellier,DF
-13.561233,-17.332235,-62.946045,Teddy Teuma,Reims,MF
-39.94344,2.3187034,22.5714,Angel Gomes,Lille,MF
-37.929054,42.812958,-31.48152,Saïd Benrahma,Lyon,"FW,MF"
-23.816858,69.56054,7.4699874,Augustine Boakye,Saint,"FW,MF"
29.67641,69.47148,-1.6286356,Mathieu Cafaro,Saint,"MF,FW"
26.928934,-34.70418,43.44461,Rayan Raveloson,Auxerre,"MF,DF"
-33.372322,138.2779,-4.7595396,George Ilenikhena,Monaco,FW
86.99947,19.83597,38.654842,Lucas Mincarelli,Montpellier,DF
44.695286,31.33377,46.050037,Jacques Ekomie,Angers,"DF,FW"
-35.42542,-89.832115,22.596067,Mikayil Ngor Faye,Rennes,DF
43.581455,-122.61854,31.795181,Abdulai Juma Bah,Lens,DF
61.492256,-105.56529,-15.903157,Pol Lirola,Marseille,DF
3.2489147,-52.712696,-30.975546,Assane Dioussé,Auxerre,MF
-19.588383,-39.60742,62.42216,Glen Kamara,Rennes,MF
17.109665,82.96422,19.042936,Emmanuel Sabbi,Le Havre,"FW,MF"
