UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,player_name,equipe,positions,age,player_id,player_country_code
21.106081,3.919985,1.435321,7.4379616,-8.777193,Ayyoub Bouaddi,Lille,MF,16.0,8006228f,FRA
23.428055,3.3052921,2.6455743,6.054771,-11.6418495,Mama Samba Baldé,Brest,FW,28.0,fb14aa28,GNB
20.73549,3.4578922,2.4396477,6.3712606,-10.601263,Mitchel Bakker,Lille,"FW,DF",24.0,a8567629,NED
21.279907,4.063313,1.7494303,7.6923585,-9.626987,Tanguy Ndombele,Nice,MF,27.0,5cdddffa,FRA
20.51706,4.880022,2.303219,7.944922,-6.832806,Mory Gbane,Reims,"DF,MF",23.0,ab8b392c,CIV
19.951443,4.1452518,2.245296,6.4410377,-9.755925,Ruben Aguilar,Lens,"DF,MF",31.0,3dd738a1,FRA
20.61793,4.1598873,2.0985112,8.1475,-9.074767,Djaoui Cissé,Rennes,MF,20.0,576ca93f,FRA
22.749165,2.9922523,2.3213282,6.2813873,-10.596254,Wahbi Khazri,Montpellier,"FW,MF",33.0,2677a1de,TUN
22.870895,3.39973,2.432041,5.820475,-11.590851,Musa Al-Taamari,Montpellier,"FW,MF",27.0,f15f8b2b,JOR
21.188738,3.9835556,2.024927,6.1788526,-7.8090887,Timothee Pembele,Le Havre,DF,21.0,f8ce97ca,FRA
20.570059,4.68116,2.0888717,7.89239,-7.4550977,Jaydee Canvot,Toulouse,"DF,MF",18.0,3684108d,FRA
20.505915,4.6768265,2.4865303,8.029991,-7.0720887,Edimilson Fernandes,Brest,"MF,DF",28.0,3bb625ac,SUI
21.846676,3.6546617,2.4546902,6.203758,-11.721102,Badredine Bouanani,Nice,"MF,FW",19.0,0400dd2f,ALG
20.31449,4.01477,2.1356823,6.418356,-9.549237,Abner,Lyon,DF,24.0,7f9c5d2d,BRA
18.428469,17.78086,12.770653,6.5532618,2.8405712,Alban Lafont,Nantes,GK,25.0,4e7db402,FRA
19.114176,5.2331038,2.3827488,8.236502,-7.655935,Kevin Danso,Lens,DF,25.0,6e33125f,AUT
23.66107,2.981311,2.369992,6.333832,-12.141261,Akor Adams,Montpellier,FW,24.0,2ccd39ed,NGA
23.150732,3.9894404,2.5522358,6.9773197,-12.414085,Gonçalo Ramos,Paris S,FW,23.0,f63cda26,POR
22.24748,3.2158048,2.773269,5.891918,-11.5610075,Matias Fernandez-Pardo,Lille,"FW,MF",19.0,0cdb6a2a,BEL
21.575163,3.623124,2.438192,6.5590377,-11.619367,Sofiane Diop,Nice,"MF,FW",24.0,19053e31,FRA
23.143785,3.0862024,2.3303056,6.6079845,-11.586746,Irvin Cardona,Saint,FW,26.0,5e080f73,MLT
22.101557,3.517538,1.8810048,7.1172485,-8.524114,Rassoul Ndiaye,Le Havre,MF,22.0,36f65bdf,SEN
21.79068,3.8082101,2.559642,5.717533,-11.729675,Jeremie Boga,Nice,"MF,FW",27.0,fe012aca,CIV
22.21565,3.6518972,2.474499,6.02982,-11.011366,Ernest Nuamah,Lyon,"FW,MF",20.0,234a703c,GHA
22.038906,3.138014,2.5318675,6.219263,-11.93512,Amine Gouiri,Marseille,"FW,MF",24.0,aad56ca3,ALG
21.599794,3.6399505,1.888317,7.7274036,-8.760114,Han-Noah Massengo,Auxerre,MF,23.0,eba1e557,FRA
20.918182,3.5124924,2.7830622,6.300524,-10.898914,Angelo Fulgini,Lens,"MF,FW",27.0,4b96c347,FRA
21.039171,3.892599,1.6648546,7.953559,-9.096259,Louis Mouton,Saint,MF,22.0,c37823fe,FRA
23.382381,3.2229962,2.1307993,6.8809147,-11.673905,Neal Maupay,Marseille,FW,27.0,4bcf39f6,FRA
22.14335,3.6774826,1.9907459,6.832094,-9.112953,Aimen Moueffek,Saint,MF,23.0,2591b066,FRA
20.328457,4.8762064,2.42811,7.752653,-6.4561706,Yunis Abdelhamid,Saint,DF,36.0,32c2d95f,MAR
21.442167,4.201031,2.3296397,6.9078274,-8.344389,Khalil Fayad,Montpellier,"MF,FW",20.0,faf00ab8,FRA
20.632513,3.9232066,1.8170491,7.930972,-9.047386,Soungoutou Magassa,Monaco,MF,20.0,dfc5d4fa,FRA
19.390314,5.494421,2.1943972,7.976322,-7.88972,Mohammed Salisu,Monaco,DF,25.0,0b33f6ad,GHA
21.180023,4.036003,1.7840288,6.484823,-9.6192,Warren Kamanzi,Toulouse,"DF,MF",23.0,a426a912,NOR
19.814053,5.0964646,2.7351134,8.092546,-6.951099,Saidou Sow,Strasbourg,DF,22.0,f6b94e8d,GUI
21.57086,3.6448896,2.0325913,6.116843,-7.903515,Théo Sainte-Luce,Montpellier,DF,25.0,93c942fb,FRA
20.798359,3.8553333,2.6408858,6.5699534,-11.205214,Rémy Cabella,Lille,"FW,MF",34.0,148e136f,FRA
20.045378,3.756849,2.0834148,6.070627,-8.802845,Paul Joly,Auxerre,DF,24.0,5b4bc323,FRA
21.443474,3.9644992,2.1998775,7.1778502,-8.106931,Oussama Targhalline,Le Havre,MF,22.0,abd56820,MAR
21.49645,3.3908503,2.6992993,5.816415,-11.657126,Edon Zhegrova,Lille,"FW,MF",25.0,34a88e3e,KVX
20.705713,3.0168288,2.4914172,6.17008,-10.452818,Yanis Zouaoui,Le Havre,"DF,FW",30.0,ec724366,ALG
19.350107,5.23347,2.510596,8.585487,-6.898381,Abdukodir Khusanov,Lens,DF,20.0,d17ce930,UZB
19.35908,5.419616,2.456678,8.265282,-7.559769,Anthony Rouault,Rennes,DF,23.0,9b545925,FRA
23.164389,3.148695,2.2889993,6.688374,-11.372879,Ado Onaiwu,Auxerre,"MF,FW",28.0,ff4df82e,JPN
21.091354,3.4400508,2.3120341,7.6728344,-9.030057,Junior Mwanga,Le Havre,MF,21.0,ee158be5,FRA
20.686205,3.9592545,2.7834074,6.9142056,-11.177573,Thiago Almada,Lyon,"MF,FW",23.0,27f33438,ARG
21.018467,3.9858959,1.6666462,6.5682282,-8.8702545,Sael Kumbedi,Lyon,DF,19.0,c385bf49,FRA
20.651922,3.5175061,1.891048,6.0063634,-8.497142,Marcus Coco,Nantes,DF,28.0,3010aefb,FRA
19.341686,5.5237126,2.0815918,7.833385,-6.594144,Abakar Sylla,Strasbourg,DF,21.0,29c91632,CIV
20.183332,4.8684535,2.5450103,8.133481,-6.374855,Yael Mouanga,Montpellier,DF,19.0,153e48e0,FRA
22.560293,3.516958,2.692354,5.7890086,-11.226182,Antoine Joujou,Le Havre,"MF,FW",21.0,f9124307,FRA
23.789051,3.389036,2.5433764,6.345473,-12.487021,Ibrahima Niane,Angers,FW,25.0,46faabfa,SEN
24.018724,2.9505184,2.5979767,6.5823483,-12.0238,Theo Bair,Auxerre,FW,24.0,c724745e,CAN
20.516018,4.3954854,2.2064602,6.729089,-9.8387,Ulisses Garcia,Marseille,DF,28.0,c952f633,SUI
20.327896,4.6096916,1.7434924,7.7798643,-7.9813614,Jérémy Jacquet,Rennes,DF,19.0,cef70c94,FRA
20.768415,4.1259985,1.6786671,7.967891,-8.392443,Baptiste Santamaria,Nice,MF,29.0,5e22e2a4,FRA
21.260063,3.7468388,2.898778,6.3050933,-11.858486,Khvicha Kvaratskhelia,Paris S,FW,23.0,dea88efd,GEO
23.313135,3.5319967,2.678179,6.400635,-11.291414,Wesley Saïd,Lens,FW,29.0,90fcf472,FRA
19.888847,4.1333485,1.8041768,6.5045624,-9.441353,Ismaily,Lille,DF,34.0,cf182add,BRA
21.932209,3.399233,2.3271444,5.824525,-11.601118,Romain Faivre,Brest,"MF,FW",26.0,745ca0a3,FRA
21.002434,4.16362,1.8493557,6.302566,-7.7965226,Hiroki Sekine,Reims,DF,21.0,7304dd80,JPN
23.421717,3.5384028,2.9693224,6.540069,-12.23735,Goduine Koyalipou,Lens,FW,24.0,2659a508,CTA
18.645788,18.019493,12.57851,6.377708,2.8213873,Matvei Safonov,Paris S,GK,25.0,d97b252e,RUS
19.240753,5.1540504,2.6594093,7.791947,-8.564454,Lucas Hernández,Paris S,DF,28.0,c3ee18ef,FRA
21.834175,3.7436113,1.9374741,7.245314,-8.226337,Mathis Amougou,Saint,MF,18.0,f93cca97,FRA
22.298643,3.4515038,2.5198538,5.536232,-11.547875,Mamadou Diakhon,Reims,"FW,MF",18.0,331c5a98,FRA
19.840508,5.235705,2.0057344,7.938396,-7.611075,Mohamed Abdelmoneim,Nice,DF,25.0,bff15d74,EGY
23.725565,3.8082747,2.3323429,6.797542,-12.139628,Koka,Le Havre,FW,31.0,9fc2531b,EGY
21.394857,3.246146,2.6080997,5.91275,-10.532859,Zinedine Ferhat,Angers,"FW,MF",31.0,005c0807,ALG
20.706291,4.344948,2.7329507,7.4959173,-9.795087,Seko Fofana,Rennes,MF,29.0,5313ed43,CIV
20.243275,3.821043,1.5929103,7.088019,-8.642177,Antoine Mendy,Nice,DF,20.0,3322e296,SEN
23.997915,3.375737,2.7026644,6.1528997,-12.014197,Ibrahim Sissoko,Saint,FW,28.0,a170541f,MLI
22.197268,3.5995812,1.7828416,7.393937,-9.577134,Louis Leroux,Nantes,"MF,DF",18.0,88972aa9,FRA
21.923622,2.8666933,2.6274219,6.0250554,-11.336162,Albert Grønbaek,Rennes,"MF,FW",23.0,0da5076f,DEN
20.870628,4.214334,2.308074,7.3640337,-10.539619,Senny Mayulu,Paris S,MF,18.0,bac89b96,FRA
21.955835,3.4787774,2.8818498,6.1427426,-12.053069,Jonathan Rowe,Marseille,"FW,MF",21.0,8c12f884,ENG
20.026873,4.0208273,1.7500241,7.0236025,-8.483554,Alidu Seidu,Rennes,DF,24.0,cea59f02,GHA
20.440762,5.1221695,2.4131083,7.997669,-6.4215374,Yoann Salmier,Le Havre,DF,31.0,c3725db2,GUF
21.000986,4.056682,2.2380786,6.2559447,-7.954315,Yvann Macon,Saint,DF,25.0,0bb6e193,FRA
20.580858,4.011753,2.2282226,6.237884,-8.050997,Jordan Amavi,Brest,DF,30.0,22721b88,FRA
20.113543,3.7079449,1.8495054,6.332462,-9.554092,Tom Louchet,Nice,"DF,MF",21.0,f999e9be,FRA
23.979052,3.0746276,2.5407164,6.318041,-11.537854,Sekou Mara,Strasbourg,"FW,MF",22.0,3544641e,FRA
19.446922,5.2450395,2.8899975,8.407551,-7.231126,Maxime Bernauer,Saint,DF,26.0,43750e5d,FRA
20.080208,4.9146667,2.323901,7.802573,-6.3740516,Boubakar Kouyaté,Montpellier,DF,27.0,562a4799,MLI
20.770666,3.2840953,2.6562302,6.6610627,-9.893405,Teddy Teuma,Reims,MF,30.0,5c26ca51,MLT
21.309938,3.6766624,2.846256,6.776964,-10.315908,Angel Gomes,Lille,MF,23.0,645a3363,ENG
21.598858,3.7625444,2.8041668,5.9476695,-11.583952,Saïd Benrahma,Lyon,"FW,MF",28.0,5a04fd92,ALG
22.858904,3.6520958,2.311002,6.1605635,-11.248814,Augustine Boakye,Saint,"FW,MF",23.0,59e9edb5,GHA
22.617075,3.2451518,2.4188588,6.0678706,-10.551864,Mathieu Cafaro,Saint,"MF,FW",27.0,2a657da0,FRA
21.07978,4.294916,2.4080732,7.8031707,-7.786315,Rayan Raveloson,Auxerre,"MF,DF",27.0,fb3236a7,MAD
23.525206,3.90322,2.8780615,6.8648686,-12.420293,George Ilenikhena,Monaco,FW,17.0,78c3ad07,NGA
21.155422,3.984147,2.231726,6.2136617,-7.515571,Lucas Mincarelli,Montpellier,DF,20.0,02b3733e,FRA
21.709236,3.509448,1.798086,6.6689706,-8.205307,Jacques Ekomie,Angers,"DF,FW",20.0,8d5016e6,GAB
19.029573,5.158345,2.5369968,8.126577,-7.6762757,Mikayil Ngor Faye,Rennes,DF,20.0,b37ae816,SEN
19.742939,5.0942807,2.2418804,8.591231,-6.870152,Abdulai Juma Bah,Lens,DF,18.0,7b505397,SLE
19.149633,4.974989,1.8861817,7.3695226,-6.8961377,Pol Lirola,Marseille,DF,26.0,ff800ed8,ESP
21.057156,4.2281814,2.1932228,8.04155,-8.289222,Assane Dioussé,Auxerre,MF,26.0,7f622eef,SEN
20.976486,4.150855,1.7695978,7.811788,-8.975334,Glen Kamara,Rennes,MF,28.0,4da9191b,FIN
23.589731,3.2143655,2.5106556,6.136642,-11.266383,Emmanuel Sabbi,Le Havre,"FW,MF",26.0,2e1b7c83,USA
19.714355,4.7842474,2.9096696,7.5561395,-10.032177,Ismaël Bennacer,Marseille,MF,26.0,db092d3b,ALG
23.576485,3.7451015,2.484728,6.6103168,-12.570417,Chuba Akpom,Lille,FW,28.0,e2b384d2,ENG
20.416773,3.4686954,1.562938,6.7312336,-8.429866,Luck Zogbé,Brest,DF,19.0,3725b44f,CIV
22.660229,3.6029475,2.966151,6.1303377,-11.699417,Rémy Labeau Lascary,Lens,"FW,MF",21.0,c90f380c,GLP
21.99091,3.7946777,2.0675783,6.54806,-10.338313,Yaya Kader Fofana,Reims,"MF,FW",20.0,cedc53d2,MLI
18.992907,5.1775813,2.0348697,7.69581,-6.6776137,Rasmus Nicolaisen,Toulouse,DF,27.0,3f319bb9,DEN
21.958054,4.0246034,2.6614316,6.7866464,-11.85995,Marco Asensio,Paris S,"FW,MF",28.0,45af8a54,ESP
23.398966,3.7899435,2.8589332,6.619203,-12.223815,Folarin Balogun,Monaco,FW,23.0,31822f8c,USA
24.10609,3.090471,2.7697952,6.332682,-11.860635,Andy Delort,Montpellier,FW,32.0,d33c706e,ALG
21.14014,3.1562996,2.3462064,6.015789,-10.021989,Jhoanner Chávez,Lens,"DF,MF",22.0,649b57e9,ECU
21.048267,4.037894,2.0160382,6.166116,-7.9189444,Fodé Ballo-Touré,Le Havre,"DF,MF",27.0,f449640d,SEN
21.50938,3.8694959,1.7700483,7.8442764,-8.6818495,Nampalys Mendy,Lens,MF,32.0,1598599e,SEN
21.384428,3.8573992,1.3972119,7.7358117,-8.5491,Mahamadou Diawara,Le Havre,MF,19.0,1906b842,FRA
19.947199,4.951726,2.5777686,8.534187,-6.7279043,Nikola Maksimović,Montpellier,DF,32.0,16b9d5cf,SRB
20.84975,4.179491,2.2160895,6.3843484,-7.4569182,Pierre Cornud,Saint,DF,27.0,edeb21ff,FRA
24.083536,2.9656122,2.475674,6.6079893,-11.701066,Florian Ayé,Auxerre,FW,27.0,718b8afd,FRA
23.495365,3.9503999,2.5705605,6.822124,-12.460214,Elye Wahi,Marseille,FW,21.0,0d7b6576,FRA
21.134794,4.045328,1.5974233,7.931849,-9.426458,Maxence Caqueret,Lyon,MF,24.0,f81ef10d,FRA
20.135263,4.1212683,1.967931,6.0910115,-9.371477,Jordan Teze,Monaco,DF,24.0,82e9b1bb,NED
21.363276,3.9740527,2.1392791,6.7832985,-7.571704,Daler Kuzyaev,Le Havre,MF,31.0,d4e93bab,RUS
21.97798,3.4743161,1.727451,7.0940657,-8.389567,John Joe,Reims,MF,20.0,fd01216a,IRL
23.888905,3.4499733,2.8936152,6.6313457,-12.048912,Mohamed Meité,Rennes,FW,16.0,424cbbb3,FRA
18.987183,5.265187,2.8637044,8.287089,-7.4398317,Andrew Omobamidele,Strasbourg,DF,22.0,c393a6c4,IRL
20.420568,3.5792005,1.6305511,6.602295,-8.310348,Jean-Kevin Duverne,Nantes,DF,27.0,0cbc8baa,HAI
23.589437,3.3452425,2.2438526,6.566538,-12.363958,Bamba Dieng,Angers,FW,24.0,40774c6b,SEN
23.082386,3.1669242,2.486941,5.900779,-10.63366,Ben Old,Saint,"FW,MF",21.0,e14e818c,NZL
21.199144,3.74034,2.6051362,6.843549,-11.570388,Amine Harit,Marseille,MF,27.0,e7d59f4f,MAR
22.410479,3.515374,1.9069026,7.2110896,-10.124914,Tino Kadewere,Nantes,"MF,FW",28.0,7d08063d,ZIM
19.98525,3.755615,1.9429353,6.3021407,-9.14967,Krépin Diatta,Monaco,"DF,FW",25.0,8104e41e,SEN
